Country Name,"Time","CO2 emissions (kg per 2010 US$ of GDP)","GDP (current US$)","GDP growth (annual %)","GDP deflator (base year varies by country)","GDP per capita (constant 2010 US$)"
Japan,"1993","0.227135309280474","4414962786901.36","0.171062719627542","114.454786971656","39237.3155174896"
Japan,"1994","0.238059858810151","4907039384469.68","0.86357824377636","115.925754689541","39441.5594967586"
Japan,"1995","0.233706947934848","5449116304981.1","2.74216382748833","115.307311129289","40368.6936114702"
Japan,"1996","0.230748942541197","4833712542207.1","3.09992994741242","114.734902404785","41514.8506715021"
Japan,"1997","0.22755198113173","4414732843544.43","1.07651170531472","115.312439243704","41861.8991156159"
Japan,"1998","0.221916068731667","4032509760872.94","-1.12875638335171","115.260814717057","41277.0657205406"
Japan,"1999","0.229910325511062","4562078822335.45","-0.25197630872043","113.751508222902","41097.9494907276"
Japan,"2000","0.228181724054403","4887519660744.86","2.77954254549506","112.177643596569","42169.6858656681"
Japan,"2001","0.224065107245374","4303544259842.72","0.406249444999546","110.938718097338","42239.101058765"
Japan,"2002","0.226901071069862","4115116279069.77","0.118100784081449","109.32079631946","42190.7666166121"
Japan,"2003","0.227524008381922","4445658071221.86","1.52824202289598","107.553076484233","42743.981736583"
Japan,"2004","0.226902336667987","4815148854362.11","2.20473032463914","106.369157012662","43671.6679196406"
Japan,"2005","0.218474545280756","4755410630912.14","1.66275276827852","105.265561236541","44393.6500966377"
Japan,"2006","0.214066890180958","4530377224970.4","1.41998439214007","104.335691441117","44995.508692692"
Japan,"2007","0.214128584713732","4515264514430.57","1.65428290477007","103.574482783681","45687.3327388699"
Japan,"2008","0.209218444640284","5037908465114.48","-1.09347900374911","102.558461565998","45165.8742985485"
Japan,"2009","0.201744600385307","5231382674593.7","-5.41711974237725","101.932311705256","42724.522743181"
Japan,"2010","0.205582693166819","5700096491337.99","4.19228908161651","100","44507.6637099867"
Japan,"2011","0.20919524365735","6157461124963.98","-0.115461941256385","98.3257141935252","44544.1741751047"
Japan,"2012","0.212779401130691","6203213121334.12","1.4950285427672","97.5769685110361","45300.7782336958"
Japan,"2013","0.210949208565341","5155717056270.83","2.00048957213372","97.2516530745783","46287.8870772546"
Japan,"2014","","4848733415523.53","0.335664786487811","98.9532269311164","46518.8142001485"
Japan,"2015","","4383076298081.86","1.21943813894599","100.967256103124","47150.3658744904"
United Kingdom,"1960","0.804028334172287","72328047042.1588","","5.49219592057973","13868.6146823228"
United Kingdom,"1961","0.790078296091853","76694360635.9159","2.57356996313516","5.67763203803869","14117.7639933015"
United Kingdom,"1962","0.785578647072309","80601939635.2483","1.32799317852373","5.8887058761224","14184.3575253651"
United Kingdom,"1963","0.769005988024027","85443766670.4279","3.95624116673754","6.00487798918497","14635.5862410318"
United Kingdom,"1964","0.737615161279438","93387598813.9269","5.03828244878241","6.24835073331754","15273.3288038001"
United Kingdom,"1965","0.734427641683179","100595782309.165","2.78897682833296","6.54801129388585","15598.7586283753"
United Kingdom,"1966","0.714991236855519","107090721447.057","2.04931117754346","6.83079755223124","15830.9083987932"
United Kingdom,"1967","0.669414227254738","111185383409.521","2.31096510055488","7.02805942149829","16109.7630068517"
United Kingdom,"1968","0.659463510466651","104702736248.084","3.98473799467666","7.32373764657151","16670.3510559051"
United Kingdom,"1969","0.669503668067947","112676874821.987","2.05244565108865","7.72300156970737","16941.909278944"
United Kingdom,"1970","0.656181039601964","130671946244.3","5.95766077352124","8.45348346678156","17879.8175987393"
United Kingdom,"1971","0.641691389537243","148113896325.14","3.47933518440833","9.13078603059729","18424.8012093068"
United Kingdom,"1972","0.603746582075786","169965034965.035","4.2944698112705","9.78968220280759","19151.0056066857"
United Kingdom,"1973","0.576905684539856","192537971582.558","6.51607451741813","10.614246682397","20359.5271446423"
United Kingdom,"1974","0.553508487671138","206131369798.971","-2.47267403625453","12.2111997918779","19843.5852487141"
United Kingdom,"1975","0.549167299498797","241756637168.142","-1.48834317708825","15.3604056456508","19549.6957925403"
United Kingdom,"1976","0.529395979916681","232614555256.065","2.92178044405891","17.6799327369315","20125.8461014422"
United Kingdom,"1977","0.521702345905993","263066457352.172","2.46321417351626","20.1028668693564","20628.3690193572"
United Kingdom,"1978","0.500976011473087","335883029721.956","4.19528494308832","22.4080923940861","21492.6358625225"
United Kingdom,"1979","0.514708669704698","438994070309.191","3.73549741750045","25.5634670575264","22275.496245622"
United Kingdom,"1980","0.471983196859047","564947710899.373","-2.04116444356428","30.6035003932693","21794.7526742651"
United Kingdom,"1981","0.460521135263416","540765675241.158","-0.778926178126","34.1410654474672","21617.4587558942"
