Series Name,"Time","World","China","India","Japan","United Kingdom","United States"
CO2 emissions (kg per 2010 US$ of GDP),"2013","0.504491192231114","1.31969953085156","1.02266826710057","0.210949208565341","0.179654717167214","0.328179201044343"
CO2 emissions (kg per 2010 US$ of GDP),"2014","","","","","",""
CO2 emissions (kg per 2010 US$ of GDP),"2015","","","","","",""
GDP deflator (base year varies by country),"1960","","16.9722309637639","2.62447855231604","22.8220091007978","5.49219592057973","17.6506645166952"
GDP deflator (base year varies by country),"1961","","19.5611740118473","2.68078484065146","24.598866283716","5.67763203803869","17.8889756514117"
GDP deflator (base year varies by country),"1962","","19.538685526147","2.79888994642638","25.6319147545461","5.8887058761224","18.1116280519907"
GDP deflator (base year varies by country),"1963","","19.0264572647409","3.03269868480705","27.0443534863621","6.00487798918497","18.3087524781396"
GDP deflator (base year varies by country),"1964","","18.9575741664563","3.29204528001094","28.4854675417626","6.24835073331754","18.5841050713904"
GDP deflator (base year varies by country),"1965","","19.1224635080067","3.56529719987189","29.9487253562452","6.54801129388585","18.9408875173403"
GDP deflator (base year varies by country),"1966","","18.8237570837169","4.03843732911798","31.4374373049145","6.83079755223124","19.4899418989714"
GDP deflator (base year varies by country),"1967","","18.9768878340753","4.38639735639847","33.1650471147443","7.02805942149829","20.1041244163923"
GDP deflator (base year varies by country),"1968","","19.2356520770442","4.49234567799702","34.7963904064943","7.32373764657151","20.9821093737678"
GDP deflator (base year varies by country),"1969","","18.5061344474337","4.64254116142044","36.3390531280581","7.72300156970737","22.0225048435433"
GDP deflator (base year varies by country),"1970","","18.0222785242144","4.71506895846188","44.5733115430383","8.45348346678156","22.5095196935085"
GDP deflator (base year varies by country),"1971","","18.1422956174144","4.96613888543788","46.8426957039499","9.13078603059729","23.652485717107"
GDP deflator (base year varies by country),"1972","","18.1557545912506","5.50444861009044","49.4679578693913","9.78968220280759","24.6764539341787"
GDP deflator (base year varies by country),"1973","","18.1936029887082","6.48587614515928","55.7530578889746","10.614246682397","26.0193564120376"
GDP deflator (base year varies by country),"1974","","18.2441331145503","7.56691057189737","67.3552973485648","12.2111997918779","28.3566916084469"
GDP deflator (base year varies by country),"1975","","18.0377600133564","7.44215631373048","72.1896839771198","15.3604056456508","30.9829250661444"
GDP deflator (base year varies by country),"1976","","18.018588358337","7.88733563578701","77.9705519243166","17.6799327369315","32.6835591793911"
GDP deflator (base year varies by country),"1977","","18.2156705924069","8.33196283482846","83.2328676140539","20.1028668693564","34.7109098767246"
GDP deflator (base year varies by country),"1978","","18.4642941934284","8.53695264298608","87.0647076569097","22.4080923940861","37.1480576518143"
GDP deflator (base year varies by country),"1979","","19.1277058184126","9.87964824325226","89.4604071689255","25.5634670575264","40.2149633190279"
GDP deflator (base year varies by country),"1980","","19.850246020608","11.0166298582583","94.3252497045459","30.6035003932693","43.8417639996291"
GDP deflator (base year varies by country),"1981","","20.3065461203829","12.2094644874161","97.3403364014327","34.1410654474672","47.9349376168536"
GDP deflator (base year varies by country),"1982","","20.2937604174521","13.1979260174342","98.8563092609894","36.6664437287753","50.9086964010104"
GDP deflator (base year varies by country),"1983","","20.5162038777743","14.3267261004974","99.7601357355905","38.5452705552686","52.9187585762209"
GDP deflator (base year varies by country),"1984","","21.5404304289951","15.4618659686953","101.499466597055","40.4819539775863","54.7964417251526"
GDP deflator (base year varies by country),"1985","","23.7367995965913","16.574159432596","102.519780818526","42.6968431870702","56.549715462106"
GDP deflator (base year varies by country),"1986","","24.8476542142973","17.6994454879568","104.341289887382","44.5466459910543","57.6906760683439"
GDP deflator (base year varies by country),"1987","","26.1030723082933","19.350430878692","104.230184149093","46.9850529099906","59.1625356825529"
GDP deflator (base year varies by country),"1988","","29.2604212532504","20.9434580741982","104.576602314765","49.8408078289806","61.2337590254932"
GDP deflator (base year varies by country),"1989","","31.7836756999981","22.7104176033283","106.905090071858","53.7933302945794","63.6145395404228"
GDP deflator (base year varies by country),"1990","","33.6032978747549","25.1332339580666","109.32605942618","58.0453120065692","65.9677410442016"
GDP deflator (base year varies by country),"1991","","35.8492319009428","28.5895107867623","112.174806518433","61.7812000717023","68.1634859327105"
GDP deflator (base year varies by country),"1992","","38.7882468027476","31.1526039875871","113.956337562744","63.8591519178342","69.7173070724167"
GDP deflator (base year varies by country),"1993","","44.6849282696083","34.2248061461564","114.454786971656","65.5934538879668","71.3760641062171"
GDP deflator (base year varies by country),"1994","","53.8903967138835","37.6404571238164","115.925754689541","66.4825697924917","72.8950415903618"
GDP deflator (base year varies by country),"1995","","61.2574505682408","41.0516996671502","115.307311129289","72.8162242554723","74.415396448145"
GDP deflator (base year varies by country),"1996","","65.2398201110143","44.1613734246611","114.734902404785","75.7807561904198","75.7738892712665"
GDP deflator (base year varies by country),"1997","","66.2981049589173","47.0213837612094","115.312439243704","77.2647670353153","77.070762148309"
GDP deflator (base year varies by country),"1998","","65.7063663324883","50.7878753723995","115.260814717057","78.1816136984696","77.9071773725046"
GDP deflator (base year varies by country),"1999","","64.8729631921005","52.3462482651946","113.751508222902","78.8541777706671","79.0994079578494"
